Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
11,2615874593,jimbob2125 (10/30),0,157.3,P Aaron Nola P Tyler Glasnow OF Cody Bellinger SS Corey Seager 1B C.J. Cron OF Joey Gallo 3B Isiah Kiner-Falefa 2B Nick Solak C Jose Trevino OF David Dahl,,Gavin Lux,2B,22.98%,8
12,2614566007,sirmalcolm,0,156.1,P Tyler Glasnow P Brandon Woodruff OF Cody Bellinger SS Corey Seager C Salvador Perez 3B Eugenio Suárez 1B Nate Lowe OF Joey Gallo 2B Nick Solak OF David Dahl,,Brandon Woodruff,P,21.68%,8.2
12,2615482668,JoeyZaZa85,0,156.1,P Tyler Glasnow P Brandon Woodruff SS Fernando Tatis Jr. 3B Manny Machado C J.T. Realmuto OF Joey Gallo OF Austin Meadows 1B Carlos Santana OF Jorge Soler 2B Ketel Marte,,Elias Díaz,C,20.68%,3
14,2615450124,baseballsam34,0,155.4,P Tyler Glasnow P Sandy Alcantara OF Cody Bellinger 3B Manny Machado SS Corey Seager 1B Max Muncy 2B Jake Cronenworth OF Tommy Pham OF Jorge Soler C Victor Caratini,,C.J. Cron,1B,20.58%,12
15,2614673785,theWhistlesGoWooo (6/30),0,154.3,P Aaron Nola P Tyler Glasnow SS Trevor Story C Salvador Perez OF Whit Merrifield 1B C.J. Cron 3B Josh Fuentes 2B Garrett Hampson OF Jorge Soler OF Kyle Isbel,,Max Muncy,1B,20.28%,15
16,2615842804,redmen130 (3/3),0,153.45,P Tyler Glasnow P Kyle Hendricks SS Trevor Story C Salvador Perez OF Whit Merrifield 3B Mike Moustakas OF Andrew Benintendi 1B Carlos Santana OF Jorge Soler 2B Ketel Marte,,Sandy Alcantara,P,19.58%,24.5
17,2615794610,tinderella,0,153.3,P Aaron Nola P Tyler Glasnow SS Fernando Tatis Jr. 3B Manny Machado OF Wil Myers 1B Carlos Santana OF Tommy Pham OF Jorge Soler 2B Ketel Marte C Victor Caratini,,Victor Caratini,C,19.28%,12
18,2615775655,BigPenguin (4/12),0,153.25,P Tyler Glasnow P Kenta Maeda 3B Nolan Arenado 1B Paul Goldschmidt 2B Mike Moustakas OF Jesse Winker SS Eugenio Suárez C Yadier Molina OF Tyler O'Neill OF Dylan Carlson,,Jorge Soler,OF,18.28%,27
19,2605272450,entertheroundabout,0,152.4,P Tyler Glasnow P Sandy Alcantara OF Mookie Betts OF Cody Bellinger SS Corey Seager 1B Max Muncy 3B Justin Turner 2B Ketel Marte C Elias Díaz OF Kyle Isbel,,Wil Myers,OF,17.28%,18
20,2615740421,Clubber62 (2/3),0,151.4,P Kyle Hendricks P Max Fried SS Fernando Tatis Jr. 3B Manny Machado C Salvador Perez OF Whit Merrifield 2B Jake Cronenworth 1B Carlos Santana OF Jorge Soler OF Ketel Marte,,Kenta Maeda,P,17.18%,12.35
21,2613619694,Awesemo (19/30),0,151.25,P Tyler Glasnow OF Cody Bellinger SS Corey Seager C Salvador Perez 1B Max Muncy 3B Justin Turner 2B Gavin Lux OF Jorge Soler OF Ketel Marte P Chad Kuhl,,Ketel Marte,2B,15.78%,27
22,2615810317,BigPenguin (9/12),0,150.45,P Yu Darvish P Kenta Maeda C Salvador Perez OF Whit Merrifield 3B Hunter Dozier OF Joey Gallo 1B Carlos Santana SS Isiah Kiner-Falefa 2B Nick Solak OF Jorge Soler,,Salvador Perez,C,15.68%,10
23,2607892582,rikkidee (25/30),0,150.4,P Tyler Glasnow P Sandy Alcantara SS Corey Seager OF Bryce Harper C J.T. Realmuto 2B Jean Segura OF Andrew McCutchen 1B C.J. Cron 3B Alec Bohm OF Chris Owings,,Joey Gallo,OF,14.69%,23
23,2615841608,mattmann91,0,150.4,P Tyler Glasnow P Sandy Alcantara SS Fernando Tatis Jr. 3B Manny Machado C Salvador Perez OF Wil Myers 2B Jake Cronenworth 1B Carlos Santana OF Tommy Pham OF Jorge Soler,,Austin Meadows,OF,13.69%,14
25,2615820165,bkreider (6/30),0,150.3,P Aaron Nola P Tyler Glasnow SS Fernando Tatis Jr. OF Whit Merrifield 1B Max Muncy 3B Hunter Dozier C Austin Barnes OF Jorge Soler 2B Nicky Lopez OF Kyle Isbel,,Josh Fuentes,3B,12.39%,5
26,2607892576,rikkidee (19/30),0,149.3,P Aaron Nola P Tyler Glasnow SS Trevor Story C Salvador Perez 3B Hunter Dozier OF Andrew Benintendi 1B C.J. Cron 2B Garrett Hampson OF Jorge Soler OF Michael A. Taylor,,Carlos Santana,1B,11.79%,15
27,2615874584,jimbob2125 (1/30),0,149.1,P Tyler Glasnow P Brandon Woodruff OF Cody Bellinger SS Corey Seager 1B Max Muncy OF Joey Gallo 3B Isiah Kiner-Falefa 2B Nick Solak C Jose Trevino OF David Dahl,,Yu Darvish,P,11.59%,9.1
28,2615064133,hester1233,0,148.7,P Brandon Woodruff P Sandy Alcantara OF Cody Bellinger SS Corey Seager C Salvador Perez 3B Justin Turner 2B Gavin Lux OF Joey Gallo 1B Carlos Santana OF Jorge Soler,,Aaron Nola,P,11.29%,19.4
29,2615908925,Kinman5816 (1/30),0,148.55,P Kenta Maeda P Brandon Woodruff OF Cody Bellinger SS Corey Seager 1B Max Muncy 3B Justin Turner 2B Chris Taylor OF Chris Owings OF Ketel Marte C Victor Caratini,,Chris Taylor,2B,10.79%,7
29,2615909070,Kinman5816 (9/30),0,148.55,P Kenta Maeda P Brandon Woodruff OF Cody Bellinger SS Corey Seager 1B Max Muncy 3B Justin Turner 2B Chris Taylor OF Chris Owings OF Ketel Marte C Victor Caratini,,Trevor Story,SS,10.49%,6
31,2611822573,getloose,0,148.3,P Aaron Nola P Tyler Glasnow SS Trevor Story C Salvador Perez OF Whit Merrifield 1B Carlos Santana 3B Josh Fuentes 2B Jorge Polanco OF Jorge Soler OF Kyle Isbel,,Jorge Polanco,2B,9.39%,2
32,2615840791,SamENole (6/15),0,148,P Yu Darvish P Tyler Glasnow 3B Nolan Arenado 1B Paul Goldschmidt SS Paul DeJong 2B Tommy Edman OF Tyler O'Neill OF Garrett Hampson OF Chris Owings C Elias Díaz,,Garrett Hampson,2B,9.09%,11
33,2615214576,Xralius (3/30),0,147.5,P Yu Darvish P Aaron Nola SS Corey Seager 3B Justin Turner OF Max Kepler 1B Nate Lowe OF Joey Gallo 2B Nick Solak C Jose Trevino OF David Dahl,,Nick Solak,2B,8.89%,11
34,2615775633,caronnaguy27,0,147.4,P Tyler Glasnow P Sandy Alcantara OF Cody Bellinger SS Corey Seager C Salvador Perez 3B Justin Turner 2B Gavin Lux 1B Carlos Santana OF Tommy Pham OF Jorge Soler,,Brandon Lowe,2B,8.39%,7
35,2615801282,youdacao (28/30),0,147.3,P Aaron Nola P Tyler Glasnow OF Cody Bellinger SS Corey Seager 1B Max Muncy 3B Asdrúbal Cabrera OF David Peralta OF Ketel Marte 2B Josh Rojas C Stephen Vogt,,Yoshi Tsutsugo,1B,7.89%,2
36,2615281422,cwsavage,0,147.25,P Tyler Glasnow P Jack Flaherty SS Fernando Tatis Jr. C Salvador Perez OF Wil Myers 3B Hunter Dozier OF Austin Meadows 1B Carlos Santana OF Jorge Soler 2B Ketel Marte,,Jurickson Profar,1B,7.79%,4
37,2614673806,theWhistlesGoWooo (27/30),0,146.45,P Tyler Glasnow P Kyle Hendricks SS Corey Seager C Salvador Perez OF Whit Merrifield 3B Justin Turner 2B Chris Taylor 1B Carlos Santana OF Jorge Soler OF Kyle Isbel,,David Dahl,OF,7.79%,17
37,2615587660,VinnyT123 (1/2),0,146.45,P Tyler Glasnow P Kyle Hendricks 3B Nolan Arenado C Salvador Perez 1B Paul Goldschmidt SS Paul DeJong 2B Tommy Edman OF Joey Gallo OF Nick Solak OF Jorge Soler,,Austin Barnes,C,7.59%,4
39,2611135623,mafiaman4,0,146.4,P Tyler Glasnow P Sandy Alcantara OF Mookie Betts OF Cody Bellinger SS Corey Seager 3B Justin Turner 2B Gavin Lux 1B Carlos Santana OF Jorge Soler C Tucker Barnhart,,Whit Merrifield,OF,7.39%,24
39,2613726981,krazycapp,0,146.4,P Tyler Glasnow P Sandy Alcantara OF Cody Bellinger 3B Manny Machado SS Corey Seager OF Wil Myers 2B Gavin Lux 1B Carlos Santana OF Jorge Soler C Elias Díaz,,Brad Keller,P,7.39%,-15.6
41,2615759488,PetrGibbons (10/10),0,146.3,P Aaron Nola P Tyler Glasnow SS Corey Seager 3B Justin Turner OF Wil Myers OF Andrew McCutchen 1B C.J. Cron OF Tommy Pham 2B Ketel Marte C Stephen Vogt,,Charlie Blackmon,OF,6.69%,4
41,2615760718,stlcardinals84,0,146.3,P Yu Darvish P Brandon Woodruff C Salvador Perez OF Whit Merrifield 3B Hunter Dozier OF Joey Gallo 1B Carlos Santana SS Isiah Kiner-Falefa 2B Nick Solak OF Jorge Soler,,Raimel Tapia,OF,6.39%,7
43,2615858202,kkuuyyaa,0,146.25,P Tyler Glasnow P Kenta Maeda OF Cody Bellinger SS Corey Seager 1B Max Muncy C Austin Barnes OF Joey Gallo 3B Isiah Kiner-Falefa 2B Nick Solak OF David Dahl,,Jack Flaherty,P,6.39%,0.35
44,2615456770,eritas2 (16/30),0,145.3,P Aaron Nola P Tyler Glasnow 3B Nolan Arenado 1B Paul Goldschmidt SS Paul DeJong 2B Tommy Edman OF Tyler O'Neill OF Tommy Pham OF Jorge Soler C Elias Díaz,,Eugenio Suárez,SS,6.19%,18
45,2613619678,Awesemo (3/30),0,145.25,P Tyler Glasnow P Kenta Maeda SS Corey Seager C Salvador Perez 3B Josh Donaldson OF Max Kepler OF Byron Buxton 1B Miguel Sanó 2B Jorge Polanco OF Jorge Soler,,Chris Owings,OF,5.89%,34
46,2615687763,BrandonAdams (6/15),0,145.05,P Kyle Hendricks P Sandy Alcantara OF Mookie Betts SS Corey Seager 1B Max Muncy C Willson Contreras 3B Justin Turner OF Joey Gallo 2B Garrett Hampson OF Jorge Soler,,Mike Moustakas,2B,5.89%,6
47,2614673800,theWhistlesGoWooo (21/30),0,144.85,P Kenta Maeda P Sandy Alcantara OF Cody Bellinger SS Corey Seager C Salvador Perez 1B Max Muncy 3B Justin Turner 2B Gavin Lux OF Jorge Soler OF Kyle Isbel,,Alec Bohm,3B,5.79%,4
48,2615258228,cheeseisgood (10/20),0,144.75,P Brandon Woodruff P Kyle Hendricks C Salvador Perez OF Whit Merrifield OF Nick Castellanos 3B Hunter Dozier 2B Mike Moustakas SS Eugenio Suárez 1B Carlos Santana OF Jorge Soler,,Andrew Benintendi,OF,5.69%,9
49,2615165408,RogueKing,0,144.45,P Tyler Glasnow P Kyle Hendricks OF Cody Bellinger SS Corey Seager 1B Max Muncy 3B Justin Turner OF Joey Gallo OF Tommy Pham 2B Ketel Marte C Victor Caratini,,Andrew McCutchen,OF,5.69%,7
49,2615271927,dandydon (10/10),0,144.45,P Tyler Glasnow P Kyle Hendricks OF Mookie Betts SS Fernando Tatis Jr. 1B Paul Goldschmidt 3B Tommy Edman C Yadier Molina OF Tyler O'Neill OF Dylan Carlson 2B Ketel Marte,,Joc Pederson,OF,5.59%,4
51,2615473109,eritas2 (30/30),0,144.25,P Tyler Glasnow P Kenta Maeda SS Trevor Story C Salvador Perez OF Whit Merrifield OF Andrew Benintendi 1B Carlos Santana 3B Josh Fuentes 2B Nick Solak OF Jorge Soler,,Hunter Dozier,3B,5.49%,6
52,2613546680,bric75 (8/12),0,143.3,P Yu Darvish P Brandon Woodruff SS Trevor Story C Salvador Perez OF Whit Merrifield 1B C.J. Cron 3B Josh Fuentes 2B Garrett Hampson OF Chris Owings OF Michael A. Taylor,,Christian Yelich,OF,5.39%,14
52,2613619692,Awesemo (17/30),0,143.3,P Aaron Nola P Tyler Glasnow C Salvador Perez 1B Paul Goldschmidt SS Paul DeJong 2B Tommy Edman 3B Hunter Dozier OF Dylan Carlson OF Jorge Soler OF Justin Williams,,Josh Rojas,2B,5.39%,0
54,2613619705,Awesemo (30/30),0,143.25,P Tyler Glasnow P Kenta Maeda SS Corey Seager 1B Paul Goldschmidt 3B Justin Turner 2B Tommy Edman OF Austin Meadows C Yadier Molina OF Tyler O'Neill OF Dylan Carlson,,Miguel Sanó,1B,5.19%,7
55,2615710858,Bigsack33,0,143.05,P Brandon Woodruff P Max Fried OF Mookie Betts SS Corey Seager C Salvador Perez 3B Justin Turner OF Andrew Benintendi 1B Carlos Santana OF Jorge Soler 2B Ketel Marte,,Max Kepler,OF,5.09%,20
56,2615481210,MrPointman (1/3),0,143,P Yu Darvish P Tyler Glasnow OF Christian Yelich C Salvador Perez 3B Ke'Bryan Hayes 2B Gavin Lux 1B Josh Fuentes OF Dylan Carlson SS Chris Owings OF Nick Senzel,,J.T. Realmuto,C,5.00%,12
56,2615801259,youdacao (5/30),0,143,P Yu Darvish P Tyler Glasnow SS Corey Seager 2B Brandon Lowe 1B Nate Lowe OF Joey Gallo OF Austin Meadows 3B Isiah Kiner-Falefa OF Nick Solak C Jose Trevino,,David Peralta,OF,4.90%,0
58,2614081905,anilprao88 (7/30),0,142.75,P Aaron Nola P Kenta Maeda OF Cody Bellinger 1B Max Muncy 3B Justin Turner OF Joey Gallo SS Isiah Kiner-Falefa 2B Nick Solak C Jose Trevino OF David Dahl,,Willson Contreras,C,4.80%,11
59,2615765216,erog30,0,142.4,P Tyler Glasnow P Sandy Alcantara OF Mookie Betts OF Cody Bellinger SS Corey Seager 3B Justin Turner 2B Gavin Lux 1B Josh Fuentes OF Chris Owings C Elias Díaz,,Omar Narváez,C,4.70%,8
59,2615844158,BigT44 (1/3),0,142.4,P Tyler Glasnow P Sandy Alcantara OF Mookie Betts OF Cody Bellinger SS Corey Seager 3B Justin Turner 2B Gavin Lux 1B Josh Fuentes OF Chris Owings C Elias Díaz,,Jake Cronenworth,2B,4.70%,21
61,2615701729,corybeast5,0,142.25,P Tyler Glasnow P Kenta Maeda OF Cody Bellinger 3B Manny Machado SS Corey Seager 1B C.J. Cron OF Joey Gallo OF Tommy Pham 2B Ketel Marte C Victor Caratini,,Byron Buxton,OF,4.60%,25
61,2615863506,whodatxliv,0,142.25,P Tyler Glasnow P Kenta Maeda OF Bryce Harper C J.T. Realmuto 1B Rhys Hoskins 3B Ke'Bryan Hayes 2B Adam Frazier OF Bryan Reynolds SS Kevin Newman OF Ketel Marte,,Randy Arozarena,OF,4.40%,3
63,2615453200,wmcmichael93,0,142.1,P Tyler Glasnow P Brandon Woodruff SS Trevor Story OF Nick Castellanos OF Charlie Blackmon 2B Mike Moustakas 3B Eugenio Suárez 1B C.J. Cron OF Chris Owings C Elias Díaz,,Jesse Winker,OF,4.40%,14
64,2611760555,Sky9880,0,141.4,P Tyler Glasnow P Sandy Alcantara OF Cody Bellinger 3B Manny Machado SS Corey Seager 2B Gavin Lux OF Joey Gallo 1B Josh Fuentes OF Jorge Soler C Elias Díaz,,Keston Hiura,1B,4.30%,2
64,2613619677,Awesemo (2/30),0,141.4,P Tyler Glasnow P Sandy Alcantara OF Mookie Betts OF Cody Bellinger SS Corey Seager 3B Justin Turner 2B Gavin Lux 1B C.J. Cron C Victor Caratini OF David Dahl,,Josh Donaldson,3B,4.10%,5
64,2615767952,AJSMITH2266 (1/3),0,141.4,P Tyler Glasnow P Sandy Alcantara OF Cody Bellinger SS Fernando Tatis Jr. 3B Manny Machado 1B Max Muncy OF Joey Gallo OF Tommy Pham 2B Ketel Marte C Elias Díaz,,Ronald Acuña Jr.,OF,3.90%,10
64,2615843947,zoltar91282,0,141.4,P Tyler Glasnow P Sandy Alcantara OF Mookie Betts OF Cody Bellinger SS Corey Seager 3B Justin Turner 2B Gavin Lux 1B C.J. Cron C Victor Caratini OF David Dahl,,Anthony Rizzo,1B,3.60%,7
64,2615848314,mpgoldberg16,0,141.4,P Tyler Glasnow P Sandy Alcantara OF Mookie Betts OF Cody Bellinger SS Corey Seager 3B Justin Turner 2B Gavin Lux 1B C.J. Cron C Victor Caratini OF David Dahl,,Isiah Kiner-Falefa,3B,3.50%,13
69,2615861740,ThatStunna (1/4),0,141.3,P Aaron Nola P Tyler Glasnow OF Mookie Betts OF Cody Bellinger 2B Gavin Lux 1B C.J. Cron 3B Josh Fuentes OF Garrett Hampson SS Chris Owings C Elias Díaz,,Kyle Isbel,OF,3.30%,15
70,2615674924,FKHooligan,0,140.85,P Kenta Maeda P Sandy Alcantara SS Corey Seager C Willson Contreras 3B Ke'Bryan Hayes OF Chris Taylor 1B Hunter Dozier OF Joey Gallo OF Joc Pederson 2B Adam Frazier,,Rhys Hoskins,1B,3.30%,7
71,2605774709,haggs11,0,140.4,P Tyler Glasnow P Sandy Alcantara 3B Manny Machado SS Corey Seager C Salvador Perez OF Wil Myers 1B C.J. Cron OF Joey Gallo OF Tommy Pham 2B Nick Solak,,Jazz Chisholm Jr.,2B,3.20%,0
71,2615846366,sprague272000 (2/3),0,140.4,P Tyler Glasnow P Sandy Alcantara OF Cody Bellinger SS Corey Seager 1B Max Muncy OF Chris Taylor 2B Gavin Lux 3B Josh Fuentes OF Jorge Soler C Elias Díaz,,Tucker Barnhart,C,3.20%,4
73,2607892559,rikkidee (2/30),0,140.3,P Aaron Nola P Tyler Glasnow SS Trevor Story C Salvador Perez 2B Brandon Lowe 1B C.J. Cron OF Raimel Tapia 3B Josh Fuentes OF Chris Owings OF Kyle Isbel,,Bryce Harper,OF,3.20%,7
74,2615874597,jimbob2125 (14/30),0,140.1,P Tyler Glasnow P Brandon Woodruff OF Cody Bellinger SS Corey Seager C Salvador Perez 3B Hunter Dozier 2B Gavin Lux 1B Carlos Santana OF Jorge Soler OF Kyle Isbel,,Jorge Alfaro,C,3.10%,8
75,2615460267,lggarruto (7/7),0,139.55,P Kenta Maeda P Brandon Woodruff SS Fernando Tatis Jr. 3B Manny Machado C Salvador Perez OF Whit Merrifield 1B Carlos Santana 2B Adam Frazier OF Jorge Soler OF Kyle Isbel,,Yadier Molina,C,3.10%,4
76,2613619679,Awesemo (4/30),0,139.4,P Tyler Glasnow P Sandy Alcantara OF Mookie Betts OF Cody Bellinger SS Corey Seager 3B Justin Turner 2B Gavin Lux 1B C.J. Cron C Elias Díaz OF Michael A. Taylor,,Nate Lowe,1B,3.00%,18
77,2607892560,rikkidee (3/30),0,139.25,P Tyler Glasnow P Kenta Maeda C J.T. Realmuto SS Trevor Story OF Wil Myers 2B Gavin Lux 1B C.J. Cron OF Raimel Tapia 3B Josh Fuentes OF Chris Owings,,Freddie Freeman,1B,2.90%,2
77,2607892585,rikkidee (28/30),0,139.25,P Tyler Glasnow P Kenta Maeda OF Cody Bellinger C J.T. Realmuto 1B Max Muncy 2B Jean Segura OF Andrew McCutchen 3B Alec Bohm SS Chris Owings OF Adam Haseley,,Avisaíl García,OF,2.90%,6
77,2615673311,kmolloy21,0,139.25,P Tyler Glasnow P Kenta Maeda SS Fernando Tatis Jr. 3B Manny Machado OF Whit Merrifield 1B Rhys Hoskins OF Joc Pederson OF Jorge Soler 2B Ketel Marte C Jorge Alfaro,,Adam Frazier,2B,2.80%,23
77,2615713803,tuff00 (2/2),0,139.25,P Tyler Glasnow P Kenta Maeda OF Mookie Betts SS Corey Seager 3B Hunter Dozier 1B C.J. Cron OF Joey Gallo OF Joc Pederson 2B Adam Frazier C Jacob Stallings,,Mitch Garver,C,2.80%,0
81,2611162234,shorty043,0,138.95,P Aaron Nola P Kyle Hendricks SS Corey Seager OF Whit Merrifield OF Andrew Benintendi 2B Gavin Lux 1B Nate Lowe C Austin Barnes 3B Isiah Kiner-Falefa OF Jorge Soler,,Kevin Kiermaier,OF,2.80%,3
82,2615909064,Kinman5816 (3/30),0,138.85,P Kenta Maeda P Sandy Alcantara SS Fernando Tatis Jr. 3B Manny Machado C Salvador Perez 1B Eric Hosmer OF Wil Myers OF Tommy Pham 2B Garrett Hampson OF Jorge Soler,,Ian Happ,OF,2.80%,2
83,2615506325,rwalkersc (3/6),0,138.45,P Tyler Glasnow P Kyle Hendricks SS Fernando Tatis Jr. 3B Manny Machado C Salvador Perez 1B Eric Hosmer 2B Jake Cronenworth OF Tommy Pham OF Jorge Soler OF Kyle Isbel,,Jose Trevino,C,2.70%,11
84,2613619682,Awesemo (7/30),0,138.4,P Tyler Glasnow P Sandy Alcantara OF Mookie Betts OF Cody Bellinger SS Corey Seager 3B Justin Turner 2B Gavin Lux 1B Carlos Santana C Omar Narváez OF Kyle Isbel,,Eric Hosmer,1B,2.70%,26
85,2615549998,themann11 (2/4),0,138.25,P Tyler Glasnow P Kenta Maeda SS Fernando Tatis Jr. 3B Manny Machado 1B Max Muncy OF Wil Myers OF Joey Gallo 2B Nick Solak C Victor Caratini OF David Dahl,,Yandy Díaz,3B,2.60%,2
85,2615834167,themann11 (3/4),0,138.25,P Tyler Glasnow P Kenta Maeda SS Trevor Story C Salvador Perez OF Whit Merrifield OF Charlie Blackmon 1B Carlos Santana 3B Josh Fuentes OF Jorge Soler 2B Nicky Lopez,,Nolan Arenado,3B,2.50%,10
85,2615858504,mcdonacr,0,138.25,P Tyler Glasnow P Kenta Maeda 3B Manny Machado SS Trevor Story OF Whit Merrifield 1B Hunter Dozier 2B Gavin Lux OF Jorge Soler OF Ketel Marte C Elias Díaz,,Corey Dickerson,OF,2.50%,0
88,2615801275,youdacao (21/30),0,138,P Yu Darvish P Tyler Glasnow SS Trevor Story C Salvador Perez OF Andrew Benintendi 2B Gavin Lux 1B Carlos Santana 3B Josh Fuentes OF Jorge Soler OF Michael A. Taylor,,Nick Senzel,OF,2.50%,0
89,2615909063,Kinman5816 (2/30),0,137.85,P Kenta Maeda P Sandy Alcantara SS Fernando Tatis Jr. 3B Manny Machado C Salvador Perez OF Whit Merrifield OF Andrew Benintendi 1B Carlos Santana 2B Garrett Hampson OF Jorge Soler,,Tommy Edman,3B,2.50%,5
89,2615909089,Kinman5816 (28/30),0,137.85,P Kenta Maeda P Sandy Alcantara SS Fernando Tatis Jr. 3B Manny Machado C Salvador Perez OF Whit Merrifield OF Andrew Benintendi 1B Carlos Santana 2B Garrett Hampson OF Jorge Soler,,Kyle Gibson,P,2.40%,-11.45
91,2615727243,WeAreKC,0,137.45,P Tyler Glasnow P Kyle Hendricks OF Mookie Betts 3B Manny Machado SS Corey Seager 1B Carlos Santana OF Tommy Pham OF Jorge Soler 2B Ketel Marte C Victor Caratini,,Christian Walker,1B,2.40%,7
92,2615874594,jimbob2125 (11/30),0,137.3,P Aaron Nola P Tyler Glasnow SS Corey Seager 1B Max Muncy 3B Justin Turner 2B Gavin Lux C Austin Barnes OF Tommy Pham OF Jorge Soler OF Kyle Isbel,,Dylan Carlson,OF,2.40%,20
93,2615229105,Talapia69 (4/6),0,137.25,P Tyler Glasnow P Kenta Maeda SS Fernando Tatis Jr. 3B Manny Machado 1B Paul Goldschmidt OF Wil Myers 2B Jake Cronenworth OF Dylan Carlson C Victor Caratini OF Justin Williams,,Mike Zunino,C,2.40%,2
94,2613619690,Awesemo (15/30),0,136.85,P Kenta Maeda P Sandy Alcantara OF Mookie Betts OF Cody Bellinger SS Corey Seager 3B Justin Turner 1B C.J. Cron OF Joey Gallo 2B Nick Solak C Jose Trevino,,Ozzie Albies,2B,2.30%,0
94,2614673786,theWhistlesGoWooo (7/30),0,136.85,P Kenta Maeda P Sandy Alcantara OF Mookie Betts OF Cody Bellinger SS Corey Seager 3B Justin Turner 2B Gavin Lux 1B C.J. Cron OF Chris Owings C Elias Díaz,,Paul Goldschmidt,1B,2.30%,24
96,2606720413,Parker29 (2/2),0,136.45,P Tyler Glasnow P Kyle Hendricks OF Mookie Betts SS Fernando Tatis Jr. C Willson Contreras 3B Justin Turner 1B Carlos Santana OF Tommy Pham OF Jorge Soler 2B Ketel Marte,,Kolten Wong,2B,2.20%,11
96,2612113696,Rotomania (1/2),0,136.45,P Tyler Glasnow P Kyle Hendricks SS Fernando Tatis Jr. 3B Manny Machado C Salvador Perez OF Wil Myers 1B Carlos Santana OF Tommy Pham OF Jorge Soler 2B Ketel Marte,,Ke'Bryan Hayes,3B,2.20%,18
96,2615578235,Bearsfan247 (2/3),0,136.45,P Tyler Glasnow P Kyle Hendricks SS Fernando Tatis Jr. 3B Manny Machado C Salvador Perez OF Wil Myers 1B Carlos Santana OF Tommy Pham OF Jorge Soler 2B Ketel Marte,,Travis d'Arnaud,C,2.20%,3
96,2615874601,jimbob2125 (18/30),0,136.45,P Tyler Glasnow P Kyle Hendricks OF Cody Bellinger SS Corey Seager C Salvador Perez 3B Hunter Dozier 2B Gavin Lux 1B Carlos Santana OF Jorge Soler OF Kyle Isbel,,Stephen Vogt,C,2.10%,14
100,2615235636,JoeMixonsGirlfriend,0,136.4,P Tyler Glasnow P Sandy Alcantara OF Mookie Betts OF Cody Bellinger SS Corey Seager 2B Gavin Lux 1B C.J. Cron OF Joey Gallo 3B Josh Fuentes C Elias Díaz,,Willy Adames,SS,2.10%,3
